close_loans_cnt,federal_district_nm,TraderKey,payment_type_0,payment_type_1,payment_type_2,payment_type_3,payment_type_4,payment_type_5,past_billings_cnt,score_1,age,gender,bad_flag,diff_loans,First loan year,Rep loan year,First loan month,Rep loan month
2.0,3,6,0,0,4,0,0,0,3.0,578.9646830139126,18.0,0,0,103,2015,2015,3,6
2.0,3,42,0,0,0,4,0,0,4.0,578.9646830139126,21.0,0,0,131,2015,2016,11,3
0.0,3,6,0,4,0,0,0,0,3.0,578.9646830139126,21.0,0,1,110,2015,2015,5,8
1.0,6,12,0,0,2,0,0,0,3.0,578.9646830139126,33.0,0,0,232,2015,2016,12,8
6.0,1,26,0,0,11,0,0,0,9.0,578.9646830139126,34.0,0,0,292,2015,2016,11,9
0.0,3,38,0,0,7,0,0,0,6.0,578.9646830139126,24.0,0,0,211,2015,2016,8,3
0.0,3,38,0,0,0,3,0,0,3.0,578.9646830139126,19.0,0,0,149,2015,2016,10,3
1.0,6,26,0,0,2,0,0,0,3.0,578.9646830139126,33.0,0,0,366,2015,2016,12,12
2.0,4,17,0,0,3,0,0,0,3.0,578.9646830139126,20.0,0,0,122,2015,2016,9,1
4.0,3,6,0,0,9,0,0,0,11.0,578.9646830139126,44.0,0,0,456,2015,2016,5,8
1.0,3,6,0,0,3,0,0,0,3.0,578.9646830139126,33.0,0,0,152,2015,2015,3,8
0.0,7,6,0,0,3,0,0,0,2.0,578.9646830139126,20.0,0,1,89,2016,2016,2,5
1.0,3,6,0,0,0,0,0,0,0.0,578.9646830139126,29.0,0,0,14,2015,2015,4,5
0.0,3,25,0,0,1,0,0,0,0.0,578.9646830139126,58.0,0,0,22,2015,2015,7,8
1.0,3,12,0,0,3,0,0,0,3.0,578.9646830139126,45.0,0,0,247,2015,2016,8,4
0.0,3,22,0,0,3,0,0,0,2.0,578.9646830139126,20.0,0,0,88,2015,2016,12,3
1.0,3,6,0,0,3,0,0,0,3.0,578.9646830139126,20.0,0,0,235,2015,2015,3,11
2.0,0,6,0,0,4,0,0,0,6.0,578.9646830139126,20.0,0,0,196,2015,2016,9,4
3.0,4,6,0,0,12,0,0,0,9.0,578.9646830139126,20.0,0,0,324,2015,2016,10,8
1.0,3,22,0,0,5,0,0,0,5.0,578.9646830139126,43.0,0,0,154,2015,2015,4,9
1.0,6,38,0,0,3,0,0,0,3.0,578.9646830139126,26.0,0,0,149,2015,2016,10,3
0.0,6,6,0,0,3,0,0,0,2.0,578.9646830139126,20.0,0,0,78,2015,2015,8,11
0.0,3,6,0,0,3,0,0,0,2.0,578.9646830139126,20.0,0,0,78,2015,2015,8,11
6.0,2,7,0,17,0,0,1,0,9.0,578.9646830139126,27.0,0,0,281,2015,2016,9,6
1.0,2,12,0,0,4,0,0,0,9.0,578.9646830139126,24.0,0,0,280,2015,2016,11,9
1.0,6,6,0,0,3,0,0,0,3.0,578.9646830139126,19.0,0,1,177,2015,2016,11,5
1.0,1,12,0,1,0,0,0,0,3.0,578.9646830139126,67.0,0,0,454,2015,2016,5,8
1.0,0,6,0,0,6,0,0,0,6.0,578.9646830139126,30.0,0,0,193,2015,2015,3,9
0.0,1,12,2,1,0,0,0,0,3.0,578.9646830139126,28.0,0,0,103,2016,2016,3,6
1.0,1,16,0,0,6,0,0,0,6.0,578.9646830139126,18.0,0,0,299,2015,2015,2,12
6.0,4,26,0,7,0,11,0,0,17.0,578.9646830139126,21.0,0,1,547,2015,2016,6,12
0.0,3,6,0,0,2,0,0,0,2.0,578.9646830139126,26.0,0,0,67,2015,2015,5,7
3.0,7,6,0,0,9,0,0,0,9.0,578.9646830139126,21.0,0,0,307,2015,2016,11,9
0.0,3,6,0,0,1,0,0,0,1.0,578.9646830139126,18.0,0,0,42,2015,2015,10,11
9.0,2,26,0,14,1,0,0,0,7.0,578.9646830139126,29.0,0,0,275,2015,2016,4,1
1.0,6,7,0,0,1,0,0,0,3.0,578.9646830139126,20.0,0,0,405,2015,2016,10,11
1.0,0,6,0,0,6,0,0,0,5.0,578.9646830139126,21.0,0,0,162,2015,2016,10,3
0.0,4,6,0,0,2,0,0,0,3.0,578.9646830139126,19.0,0,1,91,2015,2015,3,6
7.0,2,26,0,11,0,0,0,0,4.0,578.9646830139126,29.0,0,0,120,2015,2015,4,8
0.0,5,26,0,0,4,0,0,0,4.0,578.9646830139126,20.0,0,1,127,2015,2016,10,3
0.0,3,22,0,3,5,0,0,0,6.0,578.9646830139126,18.0,0,0,193,2015,2015,3,9
0.0,6,22,0,0,1,0,0,0,0.0,578.9646830139126,35.0,0,1,26,2015,2015,11,12
1.0,5,7,1,12,0,0,0,0,7.0,578.9646830139126,30.0,0,0,287,2015,2016,6,4
0.0,3,25,0,0,1,0,0,0,1.0,578.9646830139126,20.0,0,0,47,2015,2015,5,7
2.0,2,12,0,0,9,0,0,0,8.0,578.9646830139126,38.0,0,0,298,2015,2016,11,9
0.0,3,25,0,0,4,0,0,0,4.0,578.9646830139126,27.0,0,0,150,2015,2015,3,8
1.0,1,22,0,0,4,0,0,0,3.0,578.9646830139126,51.0,0,0,144,2015,2016,8,1
2.0,2,12,0,0,6,0,0,0,5.0,578.9646830139126,20.0,0,0,304,2015,2016,12,10
6.0,0,6,0,0,1,20,0,0,14.0,578.9646830139126,18.0,0,0,455,2015,2016,9,12
1.0,3,6,0,0,1,0,0,0,1.0,578.9646830139126,21.0,0,1,59,2015,2015,3,5
2.0,3,12,0,1,0,10,0,0,9.0,578.9646830139126,26.0,0,0,301,2015,2016,8,6
2.0,1,6,0,0,7,0,0,0,7.0,578.9646830139126,54.0,0,0,273,2015,2015,3,12
0.0,5,16,0,1,0,0,0,0,1.0,578.9646830139126,20.0,0,0,56,2015,2015,11,12
2.0,6,12,0,7,3,0,0,0,7.0,578.9646830139126,49.0,0,0,230,2015,2015,4,12
3.0,2,12,0,0,0,11,1,0,6.0,578.9646830139126,28.0,0,0,189,2016,2016,2,8
0.0,3,6,0,0,1,0,0,0,0.0,578.9646830139126,18.0,0,0,20,2015,2015,5,5
0.0,2,12,0,0,1,0,0,0,1.0,578.9646830139126,22.0,0,1,44,2015,2016,12,1
4.0,3,6,0,0,17,0,0,0,14.0,578.9646830139126,18.0,0,0,595,2015,2016,3,10
1.0,3,6,0,5,3,0,0,0,7.0,578.9646830139126,33.0,0,0,210,2015,2016,11,6
1.0,3,6,0,0,5,0,0,0,6.0,578.9646830139126,38.0,0,0,261,2015,2016,9,6
0.0,3,6,0,0,5,0,0,0,5.0,578.9646830139126,35.0,0,0,159,2015,2016,10,3
1.0,3,6,0,0,3,0,0,0,3.0,578.9646830139126,37.0,0,0,138,2015,2016,11,3
1.0,3,6,0,0,6,0,0,0,8.0,578.9646830139126,21.0,0,0,318,2015,2016,5,4
1.0,4,6,0,0,1,0,0,0,3.0,578.9646830139126,18.0,0,1,328,2015,2016,6,5
1.0,2,7,0,0,6,0,0,0,6.0,578.9646830139126,23.0,0,0,296,2015,2016,8,5
1.0,3,6,0,0,6,0,0,0,6.0,578.9646830139126,18.0,0,0,258,2015,2016,11,7
1.0,6,6,0,0,3,0,0,0,3.0,578.9646830139126,18.0,0,0,450,2015,2016,8,11
1.0,3,6,0,0,0,3,0,0,3.0,578.9646830139126,21.0,0,0,114,2015,2016,11,3
0.0,3,22,0,0,1,0,0,0,1.0,578.9646830139126,21.0,0,0,47,2015,2015,10,11
1.0,6,6,0,9,0,0,0,0,9.0,578.9646830139126,23.0,0,0,453,2015,2016,3,6
1.0,3,16,0,0,1,0,0,0,3.0,578.9646830139126,23.0,0,0,347,2015,2016,12,11
3.0,3,6,0,0,13,0,0,0,12.0,578.9646830139126,18.0,0,1,579,2015,2016,2,9
5.0,4,6,0,0,0,11,0,0,13.0,578.9646830139126,26.0,0,0,485,2015,2016,7,11
3.0,3,6,0,0,10,0,0,0,10.0,578.9646830139126,37.0,0,0,319,2015,2016,11,9
1.0,1,6,0,0,0,0,0,0,6.0,578.9646830139126,34.0,0,0,188,2015,2016,10,4
1.0,3,6,0,0,3,0,0,0,3.0,578.9646830139126,36.0,0,0,230,2015,2016,11,6
0.0,3,22,0,0,3,0,0,0,2.0,578.9646830139126,55.0,0,0,94,2015,2016,10,2
1.0,0,6,0,0,8,0,0,0,7.0,603.1461898675387,31.0,0,1,224,2016,2016,3,10
2.0,6,6,0,0,12,0,0,0,12.0,615.275435199675,30.0,0,0,410,2015,2016,7,9
0.0,3,6,0,0,1,0,0,0,0.0,514.4207172746949,33.0,0,1,3,2016,2016,11,11
2.0,6,14,0,0,0,7,0,0,7.0,609.6813930872381,30.0,0,0,231,2016,2016,2,9
1.0,3,6,0,3,0,0,0,0,3.0,610.4908995285738,30.0,0,0,107,2015,2016,12,3
1.0,3,6,0,0,3,0,0,0,3.0,608.9586782231262,36.0,1,0,175,2015,2016,9,3
1.0,3,6,0,0,3,0,0,0,3.0,542.6944836550686,48.0,1,0,173,2015,2016,9,2
0.0,3,17,0,0,1,0,0,0,1.0,476.0196494822068,22.0,1,1,34,2016,2016,1,2
1.0,3,6,0,0,6,0,0,0,6.0,525.7376614065587,36.0,1,0,217,2016,2016,3,10
0.0,3,6,0,0,6,0,0,0,5.0,562.0456775877021,33.0,0,0,189,2016,2016,5,11
0.0,5,6,0,0,2,0,0,0,2.0,590.3764062184953,38.0,0,1,67,2016,2016,1,3
1.0,1,12,0,0,0,4,0,0,3.0,532.6144586834607,21.0,0,0,119,2016,2016,4,8
1.0,2,6,0,0,6,0,0,0,6.0,578.9646830139126,30.0,0,0,204,2015,2016,10,5
1.0,6,6,0,0,3,0,0,0,3.0,612.2197381784796,34.0,0,0,98,2016,2016,3,7
0.0,6,7,0,0,3,0,0,0,2.0,609.6813930872381,33.0,0,0,60,2016,2016,9,11
1.0,6,38,0,0,10,0,0,0,10.0,611.1168235858707,25.0,0,0,397,2015,2016,2,3
1.0,3,22,0,0,1,0,0,0,3.0,600.6224418719136,57.0,0,0,150,2015,2015,7,12
11.0,6,26,0,0,21,0,0,0,16.0,635.6037834079689,35.0,0,0,492,2015,2016,3,7
3.0,6,6,0,20,0,0,0,0,16.0,441.5166489385745,34.0,0,0,657,2015,2016,2,12
1.0,0,6,0,0,3,0,0,0,3.0,529.9448609225029,20.0,0,0,113,2015,2016,9,1
0.0,3,6,0,0,1,2,0,0,2.0,590.3764062184953,24.0,0,0,88,2015,2015,9,12
1.0,4,12,0,0,5,1,0,0,6.0,600.5436816987657,32.0,0,0,302,2015,2016,12,10
7.0,3,7,0,6,6,3,0,0,12.0,537.2061803381366,22.0,0,0,423,2015,2016,4,6
0.0,6,12,0,0,0,1,0,0,0.0,532.6144586834607,21.0,0,0,32,2016,2016,4,5
1.0,3,12,0,0,8,0,0,0,7.0,564.8419128818658,22.0,0,0,219,2016,2016,3,10
0.0,4,6,0,0,3,0,0,0,3.0,570.7456576540362,33.0,0,0,113,2016,2016,8,11
0.0,3,6,0,0,4,0,0,0,4.0,534.6348884329503,47.0,0,0,130,2016,2016,4,8
2.0,3,6,0,0,10,0,0,0,9.0,548.7756943056023,43.0,0,0,370,2015,2016,11,11
1.0,2,6,0,0,0,3,0,0,3.0,600.5436816987657,24.0,0,0,317,2015,2016,9,7
2.0,3,6,0,0,8,0,0,0,7.0,513.7500105709005,41.0,0,0,365,2015,2016,11,11
1.0,5,12,0,3,1,0,1,0,5.0,649.8367453331134,59.0,0,0,154,2016,2016,1,6
2.0,4,6,0,0,10,0,0,0,9.0,619.6558545510832,26.0,0,0,336,2015,2016,5,4
1.0,3,6,0,0,6,0,0,0,6.0,611.1168235858707,43.0,0,0,192,2016,2016,5,12
1.0,0,6,0,0,0,2,0,0,3.0,495.3246363509498,20.0,1,0,99,2015,2015,5,8
1.0,6,38,0,0,0,3,0,0,3.0,607.646504810646,29.0,0,0,122,2015,2016,12,4
0.0,3,6,0,0,1,0,0,0,1.0,562.7112799874044,36.0,0,0,41,2015,2015,9,10
3.0,2,6,0,12,4,0,0,0,12.0,612.2197381784796,35.0,0,0,394,2015,2016,6,7
0.0,4,6,0,0,2,0,0,0,2.0,594.9496395863288,25.0,0,0,66,2016,2016,6,8
1.0,2,12,0,0,5,3,0,0,3.0,608.9586782231262,27.0,1,0,99,2016,2016,7,10
3.0,0,6,0,3,9,0,0,0,10.0,624.7610136346011,54.0,0,0,520,2015,2016,5,10
1.0,6,6,0,0,3,0,0,0,3.0,593.4026670723426,46.0,0,0,102,2015,2016,11,3
0.0,3,22,0,0,2,0,0,0,2.0,572.6966468517686,29.0,0,1,75,2015,2015,8,11
0.0,4,6,0,0,6,0,0,0,5.0,582.2392738865584,37.0,0,0,151,2015,2016,11,4
1.0,3,38,0,3,0,0,0,0,3.0,516.0727466801483,35.0,0,0,132,2015,2016,11,3
0.0,3,6,0,0,1,0,0,0,1.0,578.9646830139126,19.0,0,0,54,2015,2015,10,11
0.0,1,12,0,0,3,0,0,0,3.0,528.4397868705032,37.0,1,0,107,2016,2016,5,8
0.0,3,17,0,0,2,0,0,0,2.0,464.00409860491806,52.0,0,0,69,2015,2015,7,9
2.0,1,12,0,0,10,0,0,0,9.0,659.9783242085863,39.0,0,0,281,2015,2016,11,8
1.0,6,6,0,0,4,0,0,0,5.0,572.4883615615423,30.0,0,0,204,2015,2016,11,6
0.0,3,26,0,0,0,2,0,0,1.0,625.6194133972778,26.0,0,0,56,2016,2016,3,5
0.0,3,6,0,3,1,0,0,0,4.0,455.7684383720417,31.0,0,1,129,2015,2016,11,3
0.0,6,17,0,0,0,1,0,0,1.0,606.0914194981237,27.0,0,0,33,2016,2016,8,9
7.0,2,7,0,21,0,0,0,0,14.0,643.8731864869187,49.0,0,0,439,2015,2016,8,11
1.0,4,6,0,0,3,0,0,0,3.0,594.2269247222166,38.0,1,0,155,2016,2016,3,9
1.0,3,25,0,0,6,0,0,0,3.0,572.6966468517686,45.0,0,0,98,2016,2016,7,10
2.0,4,6,0,0,6,0,0,0,6.0,496.5620720588111,37.0,0,1,216,2015,2016,9,4
0.0,4,17,0,0,2,0,0,0,2.0,452.9141585228347,21.0,0,1,71,2016,2016,3,5
1.0,3,6,0,0,2,0,0,0,3.0,651.2721758317459,53.0,0,0,308,2015,2016,6,4
3.0,3,25,0,0,8,0,0,0,8.0,568.1234134839351,35.0,0,0,270,2015,2015,3,12
0.0,4,22,0,0,3,0,0,0,3.0,596.1158411234079,24.0,0,0,101,2015,2016,12,3
2.0,4,6,0,0,11,0,0,0,10.0,622.0391075772001,28.0,0,0,306,2015,2016,10,8
0.0,6,12,0,0,1,0,0,0,1.0,568.1234134839351,26.0,0,0,44,2015,2016,12,1
2.0,3,6,0,0,6,0,0,0,6.0,591.5870119664824,33.0,0,0,372,2015,2016,11,12
1.0,3,7,0,0,3,0,0,0,3.0,567.7366840751514,34.0,0,0,237,2015,2016,11,7
4.0,5,12,0,0,7,0,0,0,8.0,625.1473861888853,32.0,0,0,256,2015,2016,12,8
1.0,5,6,0,0,3,0,0,0,3.0,643.8731864869187,57.0,0,0,522,2015,2016,5,10
0.0,6,17,0,0,4,0,0,0,3.0,534.0439408046929,41.0,0,0,103,2016,2016,1,4
0.0,3,6,0,0,5,0,0,0,5.0,566.615728516546,60.0,0,0,183,2016,2016,4,10
1.0,3,6,0,0,3,0,0,0,3.0,516.0727466801483,37.0,0,0,130,2015,2015,5,9
0.0,3,6,0,0,3,0,0,0,2.0,526.0076071263594,64.0,0,0,83,2015,2015,8,11
0.0,6,6,0,0,2,0,0,0,2.0,588.5313149452869,41.0,0,0,85,2015,2015,7,10
2.0,3,6,0,0,8,0,0,0,8.0,615.275435199675,37.0,0,0,389,2015,2016,11,11
2.0,3,6,0,0,5,0,0,0,6.0,578.9646830139126,18.0,0,1,382,2015,2016,11,11
1.0,3,38,0,0,3,0,0,0,3.0,634.3876080519926,46.0,0,0,386,2015,2016,8,8
10.0,1,44,0,0,10,0,2,0,11.0,590.3764062184953,47.0,0,0,361,2015,2016,12,12
0.0,0,6,0,0,4,1,0,0,5.0,591.8118367171278,29.0,0,0,173,2015,2015,6,12
1.0,3,12,0,0,9,0,0,0,9.0,573.506153293104,35.0,0,0,282,2015,2016,11,8
0.0,6,22,0,0,1,0,0,0,1.0,503.4060323732977,46.0,0,1,31,2016,2016,1,2
1.0,6,17,0,0,2,0,0,0,4.0,611.1168235858707,43.0,0,0,182,2015,2016,9,3
2.0,3,6,0,0,8,0,0,0,7.0,578.9646830139126,21.0,0,0,239,2015,2016,9,4
3.0,2,46,0,2,0,2,0,0,4.0,483.8825387306322,32.0,1,1,189,2016,2016,5,12
3.0,5,12,0,0,10,0,0,0,9.0,568.1234134839351,27.0,0,0,308,2015,2016,10,9
0.0,2,6,0,0,0,0,0,0,0.0,612.2197381784796,24.0,0,0,32,2016,2016,5,6
0.0,6,6,0,0,2,0,0,0,3.0,572.4883615615423,30.0,0,0,108,2015,2016,11,3
2.0,3,6,0,0,4,0,0,0,8.0,583.9580815774534,24.0,0,0,278,2015,2016,4,1
0.0,4,6,0,0,4,0,0,0,3.0,632.9521775533601,29.0,0,0,98,2016,2016,9,12
1.0,2,48,0,0,4,0,0,0,3.0,640.9281976341432,60.0,0,0,126,2016,2016,4,8
0.0,3,22,0,0,1,0,0,0,1.0,590.3764062184953,23.0,0,1,49,2015,2015,9,11
0.0,6,16,0,0,2,0,0,0,0.0,667.3110883646683,33.0,0,0,34,2016,2016,3,4
0.0,3,6,0,0,1,0,0,0,0.0,532.5766453907564,32.0,0,0,9,2015,2015,11,11
0.0,6,25,0,0,1,0,0,0,0.0,627.0548438959104,24.0,0,0,15,2015,2015,9,9
0.0,6,14,0,0,6,0,0,0,4.0,662.7661041965799,51.0,0,0,131,2015,2016,10,2
1.0,2,6,0,0,3,0,0,0,3.0,603.7089944668902,30.0,0,0,126,2016,2016,3,7
0.0,6,12,0,0,0,4,0,0,5.0,629.2870264314199,30.0,1,0,175,2016,2016,3,9
0.0,6,17,0,0,2,0,0,0,0.0,619.6558545510832,39.0,0,0,28,2016,2016,6,7
1.0,4,6,0,0,8,0,0,0,9.0,588.6346671618082,23.0,0,0,293,2015,2016,11,8
0.0,2,22,0,0,0,3,0,0,3.0,611.9263300272063,27.0,0,0,107,2015,2015,8,12
0.0,1,12,0,0,0,2,0,0,3.0,603.0613445656762,26.0,1,0,115,2016,2016,8,12
0.0,6,7,0,0,1,0,0,0,0.0,566.6879829853025,28.0,0,0,25,2016,2016,4,5
1.0,3,6,0,0,12,0,0,0,11.0,486.9651975126011,24.0,1,0,427,2015,2016,5,7
1.0,2,7,0,0,0,5,0,0,5.0,568.1234134839351,24.0,0,0,155,2015,2016,12,5
1.0,3,7,0,10,0,0,0,0,8.0,544.1793513696593,27.0,0,0,637,2015,2016,3,12
1.0,1,12,0,0,3,0,0,0,3.0,488.6742788723883,29.0,0,0,108,2015,2016,12,3
0.0,3,6,0,0,1,0,0,0,1.0,601.9791121973982,43.0,0,0,43,2016,2016,6,8
4.0,3,26,0,4,6,0,0,0,9.0,612.2197381784796,28.0,0,0,306,2015,2016,4,2
5.0,5,26,0,0,0,10,0,0,9.0,535.2459027927894,53.0,0,1,294,2015,2016,7,4
1.0,7,26,0,0,1,0,0,0,1.0,557.4141273766304,29.0,0,0,35,2015,2015,4,5
1.0,4,12,0,0,9,0,0,0,9.0,603.0613445656762,26.0,1,0,298,2015,2016,12,10
0.0,5,22,0,0,0,4,0,0,2.0,590.3764062184953,34.0,0,0,67,2015,2016,12,3
0.0,3,6,0,0,1,0,0,0,1.0,512.8916108082241,61.0,0,0,62,2015,2015,8,10
1.0,1,12,0,0,6,1,0,0,7.0,488.6742788723883,29.0,0,0,258,2015,2016,12,8
0.0,4,6,0,0,1,0,0,0,1.0,455.7684383720417,42.0,0,0,42,2015,2015,11,12
4.0,4,6,0,0,10,0,0,0,9.0,573.6829236435293,28.0,0,0,291,2015,2016,10,8
0.0,3,12,0,0,2,0,0,0,2.0,469.0901226283313,29.0,1,0,64,2015,2015,9,11
0.0,1,21,0,2,1,0,0,0,2.0,504.62993899475714,48.0,0,1,74,2016,2016,1,3
2.0,3,6,0,0,10,3,0,0,13.0,542.3983965807104,33.0,0,0,395,2015,2016,9,10
0.0,3,6,0,0,0,0,0,0,0.0,610.2103017898813,63.0,0,0,22,2015,2015,10,11
1.0,3,6,0,0,6,0,0,0,6.0,615.275435199675,43.0,0,0,225,2016,2016,4,12
1.0,6,6,0,0,1,0,0,0,3.0,535.0359251960443,21.0,0,0,218,2016,2016,2,9
1.0,0,6,0,1,3,0,1,0,5.0,627.0548438959104,45.0,0,0,207,2015,2016,10,4
4.0,6,6,0,0,12,0,0,0,11.0,626.9514916793889,39.0,0,0,469,2015,2016,8,12
2.0,1,26,0,9,0,0,0,0,9.0,569.3296802930653,35.0,0,1,410,2015,2016,4,5
0.0,1,12,0,0,0,2,0,0,2.0,615.275435199675,25.0,0,0,74,2016,2016,5,7
0.0,6,14,0,0,4,0,0,0,4.0,516.0727466801483,42.0,0,0,145,2015,2015,2,7
1.0,6,6,0,0,4,0,0,0,3.0,632.9521775533601,36.0,0,0,112,2016,2016,6,10
0.0,6,7,0,0,3,1,0,0,2.0,533.4898488817404,29.0,0,0,88,2016,2016,5,7
0.0,5,26,0,0,0,6,0,0,5.0,535.2459027927894,53.0,0,0,166,2015,2015,7,12
1.0,6,38,0,0,0,9,0,0,8.0,588.6346671618082,36.0,0,0,277,2015,2016,11,8
1.0,2,12,0,0,2,0,0,0,3.0,605.3741193583043,56.0,0,0,112,2016,2016,5,9
1.0,3,6,0,0,4,0,0,0,6.0,580.6624896692571,45.0,1,0,281,2016,2016,1,10
0.0,3,6,0,0,4,0,0,0,4.0,634.3876080519926,48.0,0,0,147,2015,2015,7,12
1.0,2,6,0,0,9,0,0,0,9.0,612.2197381784796,47.0,0,0,356,2015,2016,10,9
0.0,3,26,0,0,1,0,0,0,2.0,520.2906001530512,57.0,0,0,90,2016,2016,1,4
1.0,3,25,0,0,4,5,0,0,9.0,579.1526905373048,30.0,1,0,277,2015,2016,8,5
1.0,2,26,0,0,0,6,0,0,6.0,627.8515959327873,41.0,1,0,299,2015,2016,12,10
4.0,1,12,0,10,0,1,0,0,11.0,638.5487722607445,31.0,0,0,546,2015,2016,5,10
3.0,4,6,0,0,10,0,0,0,6.0,457.4546692486141,41.0,0,1,212,2015,2016,10,5
0.0,3,6,0,0,1,0,0,0,1.0,582.6711574327034,54.0,0,0,41,2015,2015,7,8
1.0,5,6,0,0,2,0,0,0,3.0,615.275435199675,41.0,0,0,125,2016,2016,4,8
0.0,2,26,0,0,3,0,0,0,3.0,651.8450952630212,41.0,0,0,106,2016,2016,5,8
0.0,7,12,0,0,0,2,0,0,2.0,600.7675143043672,55.0,1,0,67,2016,2016,7,10
2.0,0,6,0,0,6,0,0,0,6.0,636.4370701143151,50.0,0,0,256,2015,2016,6,3
0.0,3,6,0,0,2,0,0,0,2.0,618.2204240524505,36.0,0,0,84,2015,2016,12,3
2.0,1,12,0,0,5,0,0,0,6.0,601.9791121973982,35.0,0,0,238,2016,2016,3,10
3.0,6,12,0,0,8,0,0,0,8.0,634.3876080519926,34.0,0,0,261,2015,2016,12,9
0.0,2,12,0,0,0,2,0,0,1.0,544.1793513696593,40.0,0,0,58,2015,2016,12,2
0.0,3,22,0,0,1,0,0,0,1.0,588.4263818715817,33.0,0,0,57,2015,2015,11,12
2.0,4,26,0,0,7,0,0,0,6.0,643.8731864869187,49.0,0,0,322,2015,2016,10,9
2.0,4,6,0,0,8,0,0,0,8.0,557.7174340160099,19.0,0,0,260,2016,2016,3,11
0.0,6,14,0,0,1,0,0,0,0.0,581.0330070774284,26.0,0,0,13,2016,2016,1,1
2.0,3,6,0,2,7,0,0,0,12.0,568.1234134839351,23.0,0,1,391,2015,2016,4,4
2.0,2,12,0,0,0,4,0,0,4.0,516.3504838771037,22.0,1,0,152,2016,2016,3,8
0.0,4,12,0,1,0,0,1,0,2.0,581.0330070774284,32.0,0,0,89,2016,2016,4,7
0.0,6,12,0,0,0,1,0,0,1.0,555.0757367082472,20.0,0,0,46,2015,2016,12,1
0.0,3,12,0,0,1,3,0,0,3.0,600.5436816987657,28.0,0,0,160,2016,2016,4,9
0.0,6,12,0,0,2,0,0,0,2.0,626.9514916793889,36.0,0,0,83,2016,2016,5,8
2.0,1,38,0,0,7,0,0,0,6.0,539.8204608671458,20.0,0,0,190,2016,2016,3,10
2.0,6,17,0,0,6,0,0,0,6.0,601.9791121973982,41.0,0,0,275,2015,2016,11,8
0.0,2,12,0,0,2,0,0,0,2.0,625.6194133972778,29.0,0,0,62,2015,2016,12,2
3.0,6,6,0,2,11,0,0,0,11.0,510.3236526561964,29.0,0,0,384,2015,2016,9,9
0.0,3,6,0,0,2,0,0,0,1.0,541.7794137059703,21.0,0,1,56,2015,2015,5,6
5.0,3,17,0,1,10,1,0,0,11.0,620.602402020797,64.0,0,0,495,2015,2016,6,10
1.0,6,6,0,0,3,0,0,0,3.0,600.5436816987657,31.0,0,0,113,2015,2016,11,3
1.0,1,26,0,0,1,0,0,0,6.0,581.6132513120009,39.0,0,0,280,2015,2016,4,1
1.0,3,6,0,0,4,1,0,0,4.0,633.8987250230738,49.0,0,0,139,2015,2016,11,3
2.0,3,6,0,0,10,0,0,0,10.0,627.0548438959104,42.0,0,0,453,2015,2016,3,6
5.0,0,6,0,3,8,2,0,0,14.0,557.6140817994885,21.0,0,0,441,2015,2016,7,9
1.0,6,6,0,6,0,0,0,0,6.0,601.3077118219056,41.0,0,0,229,2015,2016,9,5
1.0,0,6,0,0,9,0,0,0,8.0,607.5484632707455,35.0,0,0,287,2015,2016,4,1
0.0,4,38,0,4,1,0,0,0,4.0,616.7108656983075,45.0,0,1,132,2015,2016,11,3
1.0,2,12,0,0,7,0,0,0,6.0,536.8819952994812,26.0,0,0,210,2015,2016,10,5
2.0,3,6,0,0,6,0,0,0,6.0,582.3209271983008,25.0,1,0,210,2016,2016,3,10
14.0,7,12,4,2,2,16,0,0,16.0,627.0548438959104,30.0,0,0,504,2015,2016,5,10
1.0,6,6,0,0,2,0,0,0,3.0,618.2204240524505,46.0,0,0,199,2016,2016,2,9
0.0,1,6,0,0,2,0,0,0,2.0,611.1168235858707,27.0,0,0,76,2015,2015,9,12
1.0,3,6,0,0,2,0,0,0,3.0,631.2160081046621,43.0,0,0,224,2015,2016,10,5
1.0,4,12,0,0,7,0,0,0,6.0,576.8552584655729,34.0,0,0,192,2016,2016,3,10
4.0,0,6,0,0,12,0,0,0,15.0,572.6966468517686,42.0,0,0,583,2015,2016,4,11
1.0,2,17,0,0,3,0,0,0,3.0,611.1168235858707,29.0,0,0,159,2015,2016,10,3
1.0,0,6,0,0,3,0,0,0,3.0,659.8211153438044,51.0,0,0,197,2016,2016,3,10
1.0,5,6,0,0,3,0,0,0,3.0,614.5552729305105,39.0,1,0,350,2015,2016,10,9
3.0,3,7,0,0,9,0,0,0,10.0,577.4518251242893,25.0,0,0,336,2015,2016,4,3
2.0,4,6,0,0,4,2,0,0,6.0,596.9139787876043,56.0,0,0,337,2015,2016,10,9
0.0,3,26,0,0,4,0,0,0,1.0,644.512331106939,31.0,0,0,37,2016,2016,7,8
0.0,3,7,0,0,3,0,0,0,2.0,603.3664206627177,26.0,0,0,83,2016,2016,3,6
0.0,2,12,0,0,0,5,0,0,4.0,590.1522822772133,26.0,0,0,122,2016,2016,5,9
2.0,3,6,0,0,7,0,0,0,6.0,549.7311607367926,25.0,0,0,274,2015,2016,11,8
1.0,4,38,0,0,0,3,0,0,3.0,563.5156481632588,35.0,0,0,117,2016,2016,6,10
0.0,2,12,0,0,4,0,0,0,4.0,527.7498467794485,32.0,0,0,133,2015,2015,8,12
0.0,3,6,0,0,1,0,0,0,1.0,496.31628691557466,22.0,1,0,55,2015,2015,9,11
